City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,provideniya,64.3833,-173.3,-25.36,64,40,7.15,RU,1676524985
271,hualmay,-11.0964,-77.6139,23.54,82,100,1.69,PE,1676524969
272,victor harbor,-35.5667,138.6167,38.16,20,29,4.67,AU,1676525083
273,port hardy,50.6996,-127.4199,4.1,87,100,11.32,CA,1676525050
274,pacific grove,36.6177,-121.9166,5.91,75,0,3.09,US,1676525074
275,homer,59.6425,-151.5483,-4.0,77,75,7.15,US,1676525083
276,meulaboh,4.1363,96.1285,28.43,70,99,1.79,ID,1676524725
277,columbus,39.9612,-82.9988,12.95,72,20,2.57,US,1676524464
278,cabo san lucas,22.8909,-109.9124,19.17,76,100,2.54,MX,1676525084
279,thinadhoo,0.5333,72.9333,27.7,68,39,5.21,MV,1676525085
280,solnechnyy,50.7214,136.6319,-14.49,87,72,2.34,RU,1676524926
281,souillac,-20.5167,57.5167,27.21,69,75,2.57,MU,1676524899
282,badiraguato,25.3667,-107.5167,11.5,47,88,1.75,MX,1676525085
283,bitung,1.4451,125.1824,30.47,70,100,5.39,ID,1676525086
284,san jeronimo,-11.9472,-75.2829,10.83,85,100,0.58,PE,1676525086
285,hasaki,35.7333,140.8333,7.34,50,28,4.99,JP,1676524892
286,iqaluit,63.7506,-68.5145,-32.95,67,0,3.6,CA,1676524909
287,vagur,61.4732,-6.8119,5.88,69,72,13.24,FO,1676525087
288,axim,4.8699,-2.2405,25.64,89,63,2.11,GH,1676524966
289,wasilla,61.5814,-149.4394,-4.47,86,0,2.57,US,1676524937
290,ahipara,-35.1667,173.1667,20.29,77,25,3.58,NZ,1676525088
291,reading,51.4562,-0.9711,8.51,84,100,7.2,GB,1676525088
292,agirish,61.9247,63.0231,-15.48,98,100,2.82,RU,1676525088
293,ulaangom,49.9811,92.0667,-23.64,95,96,1.47,MN,1676525089
294,port shepstone,-30.7414,30.455,24.55,84,100,6.8,ZA,1676524910
295,iroquois falls,48.7669,-80.6831,-16.63,91,100,5.16,CA,1676525089
296,hasilpur,29.7122,72.5553,26.74,13,91,1.0,PK,1676525090
297,byron bay,-28.65,153.6167,27.75,54,1,4.25,AU,1676524884
298,kahramanmaras,38.0,37.0,-10.14,99,97,1.54,TR,1676525090
299,okhotsk,59.3833,143.3,-18.58,75,100,7.0,RU,1676525062
300,harper,4.375,-7.7169,26.36,83,78,2.13,LR,1676525091
301,hovd,48.0056,91.6419,-14.27,83,51,1.81,MN,1676525091
302,balabac,7.9868,117.0645,26.68,82,100,8.84,PH,1676525092
303,margate,51.3813,1.3862,8.72,89,100,0.89,GB,1676524947
304,churapcha,62.0025,132.4325,-30.06,88,67,0.97,RU,1676525092
305,oktyabrskiy,54.4815,53.471,-8.08,96,99,1.9,RU,1676525093
306,san cristobal,7.7669,-72.225,20.1,93,89,0.43,VE,1676525036
307,baghdad,33.3406,44.4009,7.95,71,20,3.09,IQ,1676525093
308,yar-sale,66.8333,70.8333,-8.59,86,100,11.67,RU,1676524930
309,ewa beach,21.3156,-158.0072,23.97,71,0,2.57,US,1676525094
310,talnakh,69.4865,88.3972,-15.4,95,100,5.64,RU,1676525017
311,vinh,18.6667,105.6667,17.27,81,100,4.27,VN,1676524841
312,ozinki,51.1786,49.6769,-13.94,97,100,1.41,RU,1676525095
313,havre-saint-pierre,50.2334,-63.5986,-1.0,93,100,3.09,CA,1676524938
314,lavrentiya,65.5833,-171.0,-31.86,95,14,2.36,RU,1676524905
315,buala,-8.145,159.5921,29.81,69,100,1.53,SB,1676525095
316,mindelo,16.8901,-24.9804,19.75,64,40,9.77,CV,1676525096
317,barra do corda,-5.5,-45.25,22.35,95,100,1.13,BR,1676525096
318,porbandar,21.6422,69.6093,24.99,31,2,0.0,IN,1676525096
319,evensk,61.95,159.2333,-13.13,78,100,5.36,RU,1676525027
320,shebunino,46.4339,141.8603,-5.8,59,100,5.19,RU,1676525097
321,dali,25.7,100.1833,18.8,21,0,4.91,CN,1676524596
322,daru,-9.0763,143.2092,30.58,63,99,6.13,PG,1676525002
323,marfino,55.7028,37.3822,-5.03,86,100,3.0,RU,1676525098
324,sala consilina,40.3912,15.5989,0.77,79,0,0.65,IT,1676525098
325,codrington,-38.2667,141.9667,30.44,28,99,4.78,AU,1676525008
326,beloha,-25.1667,45.05,26.95,57,0,3.06,MG,1676525099
327,ibra,22.6906,58.5334,25.58,15,1,0.54,OM,1676525099
328,goderich,43.7501,-81.7165,3.18,87,100,4.63,CA,1676525099
329,le port,-20.9373,55.2919,28.27,82,27,0.7,RE,1676525100
330,north bend,43.4065,-124.2243,4.92,96,0,4.12,US,1676525100
331,san juan del parana,-27.3,-55.9667,25.03,83,0,2.06,PY,1676525101
332,sorong,-0.8833,131.25,28.5,71,81,3.33,ID,1676525101
333,conde,-7.2597,-34.9075,26.7,83,40,2.57,BR,1676525054
334,jieshi,22.8134,115.8257,16.4,53,45,7.74,CN,1676525102
335,victoria,22.2855,114.1577,18.35,52,15,4.47,HK,1676524797
336,buritizeiro,-17.3511,-44.9622,22.13,74,77,0.13,BR,1676525103
337,bani,18.2833,-70.3333,23.25,80,2,5.69,DO,1676525104
338,lagoa santa,-19.6272,-43.8897,20.54,83,0,3.6,BR,1676525104
339,alta floresta,-9.8756,-56.0861,21.71,98,100,1.28,BR,1676524978
340,amga,60.8953,131.9608,-27.27,91,81,0.06,RU,1676525085
341,waingapu,-9.6567,120.2641,29.47,71,100,5.39,ID,1676525007
342,coahuayana,18.7333,-103.6833,19.57,79,1,1.68,MX,1676525103
343,zhigansk,66.7697,123.3711,-31.84,96,100,5.18,RU,1676525106
344,general pico,-35.6566,-63.7568,18.93,32,27,2.81,AR,1676525106
345,ferrol,43.4832,-8.2369,10.75,84,89,1.69,ES,1676524884
346,bambanglipuro,-7.95,110.2833,28.4,73,96,5.31,ID,1676525107
347,ypsonas,34.6884,32.9574,9.6,61,0,1.03,CY,1676525107
348,vanimo,-2.6741,141.3028,28.8,69,98,0.25,PG,1676525108
349,port-cartier,50.0334,-66.8654,-1.88,98,100,2.72,CA,1676525109
350,nago,26.5881,127.9761,20.47,66,52,6.07,JP,1676525109
351,constitucion,-35.3333,-72.4167,15.54,75,0,5.1,CL,1676524919
352,pitimbu,-7.4706,-34.8086,27.33,82,91,3.97,BR,1676525016
353,najran,17.4924,44.1277,21.36,33,10,0.98,SA,1676525111
354,chapais,49.7834,-74.8492,1.88,98,100,5.39,CA,1676525090
355,itarema,-2.9248,-39.9167,25.04,88,96,3.38,BR,1676525112
356,kaitangata,-46.2817,169.8464,15.59,68,99,3.47,NZ,1676524936
357,marathon,44.9,-89.7668,-1.42,76,100,3.09,US,1676525112
358,raga,8.4596,25.678,17.39,23,8,3.5,SS,1676525113
359,springbok,-29.6643,17.8865,13.04,83,40,0.48,ZA,1676525113
360,magadan,59.5667,150.8,-12.48,76,100,3.28,RU,1676524804
361,ranfurly,-45.1333,170.1,19.5,54,48,4.09,NZ,1676525114
362,dunedin,-45.8742,170.5036,14.89,76,87,3.58,NZ,1676525115
363,college,64.8569,-147.8028,-18.22,71,20,1.54,US,1676525061
364,coihaique,-45.5752,-72.0662,5.97,61,0,1.54,CL,1676525116
365,fasa,28.9383,53.6482,13.58,35,40,0.0,IR,1676525116
366,puerto maldonado,-12.6,-69.1833,22.02,98,100,1.39,PE,1676525117
367,sarkand,45.41,79.9186,-3.33,78,65,1.26,KZ,1676525117
368,esterhazy,50.65,-102.0843,-20.53,100,49,2.26,CA,1676525118
369,magelang,-7.4706,110.2178,27.07,78,99,1.34,ID,1676525119
370,cedar city,37.6775,-113.0619,-9.22,72,0,2.06,US,1676524884
371,corvallis,44.5646,-123.262,2.27,92,0,0.0,US,1676525036
372,misawa,40.6836,141.3597,-0.22,69,94,6.18,JP,1676525120
373,rovaniemi,66.5,25.7167,-2.33,100,75,7.2,FI,1676525121
374,arona,28.0996,-16.681,12.12,66,20,4.12,ES,1676525121
375,audru,58.4086,24.3739,1.09,100,100,4.63,EE,1676525122
376,mar del plata,-38.0023,-57.5575,17.83,72,0,5.14,AR,1676524993
377,sao felix do xingu,-6.6447,-51.995,21.78,99,99,0.34,BR,1676525022
378,maniitsoq,65.4167,-52.9,-8.17,94,100,4.08,GL,1676525123
379,verkhoyansk,67.5447,133.385,-37.39,94,62,0.61,RU,1676525123
380,komadi,47.0,21.5,-1.69,89,19,2.16,HU,1676525124
381,tual,-5.6667,132.75,27.88,78,100,7.48,ID,1676525124
382,moose factory,51.2585,-80.6094,-20.0,71,75,6.17,CA,1676525125
383,clermont,49.5,2.4167,6.12,94,72,3.59,FR,1676525126
384,nizwa,22.9333,57.5333,25.35,14,28,0.88,OM,1676525126
385,rocha,-34.4833,-54.3333,16.0,69,0,3.62,UY,1676525107
386,pangnirtung,66.1451,-65.7125,-31.14,100,100,0.4,CA,1676525127
387,kumano,34.3442,132.5894,6.51,47,5,1.37,JP,1676525127
388,pringsewu,-5.3582,104.9744,25.67,80,97,0.85,ID,1676525128
389,lins,-21.6786,-49.7425,21.26,94,100,2.79,BR,1676525129
390,ulladulla,-35.35,150.4667,26.52,55,92,5.75,AU,1676525129
391,nara,34.6851,135.8049,5.83,38,87,3.19,JP,1676525130
392,espanola,35.9911,-106.0806,-5.01,76,71,0.87,US,1676525130
393,pierre,44.3683,-100.351,-8.18,67,0,2.57,US,1676525131
394,shimoda,34.6667,138.95,7.2,63,95,3.01,JP,1676524972
395,marsh harbour,26.5412,-77.0636,22.97,66,50,7.67,BS,1676525132
396,abramovka,51.1886,41.0202,-13.48,97,86,2.98,RU,1676525132
397,dingle,10.9995,122.6711,27.35,75,40,8.7,PH,1676524979
398,touros,-5.1989,-35.4608,26.32,81,100,4.94,BR,1676524931
399,santa maria,-29.6842,-53.8069,20.75,90,1,2.69,BR,1676524989
400,alice springs,-23.7,133.8833,37.75,9,1,5.14,AU,1676524836
401,bereda,43.2686,-7.5406,4.67,96,92,0.29,ES,1676525134
402,balikpapan,-1.2675,116.8289,27.55,69,20,2.06,ID,1676524903
403,shuyskoye,59.3736,41.0305,-22.52,100,100,1.51,RU,1676525134
404,kieta,-6.2167,155.6333,29.08,73,73,1.86,PG,1676525135
405,sao filipe,14.8961,-24.4956,20.61,74,0,6.84,CV,1676525085
406,umm kaddadah,13.6017,26.6876,12.61,28,0,9.07,SD,1676525136
407,bonthe,7.5264,-12.505,24.08,95,92,2.04,SL,1676525136
408,lata,40.1629,-8.3327,5.04,79,3,1.71,PT,1676525077
409,narragansett,41.4501,-71.4495,13.88,75,0,5.36,US,1676525137
410,hobro,56.6431,9.7903,6.2,97,92,3.59,DK,1676525137
411,dubbo,-32.25,148.6167,34.07,22,40,2.06,AU,1676525138
412,quarai,-30.3875,-56.4514,23.81,58,0,1.95,BR,1676525138
413,puerto baquerizo moreno,-0.9,-89.6,26.27,80,13,1.72,EC,1676525139
414,alekseyevka,50.6309,38.6903,-12.85,98,85,2.26,RU,1676525139
415,lukiv,51.0521,25.4006,-1.01,72,100,2.32,UA,1676525139
416,opotiki,-38.0833,177.2833,18.55,90,96,0.77,NZ,1676525140
417,hornepayne,49.2138,-84.7705,-20.28,95,100,2.98,CA,1676525141
418,boromo,11.75,-2.9333,21.84,18,1,4.72,BF,1676525141
419,nouadhibou,20.931,-17.0347,14.99,77,0,10.29,MR,1676525025
420,tefe,-3.3542,-64.7114,22.67,99,97,0.7,BR,1676524964
421,chernyshevskiy,63.0128,112.4714,-17.02,89,85,2.61,RU,1676525142
422,pokhara,28.2333,83.9833,22.36,25,0,2.93,NP,1676524864
423,ogdensburg,44.6942,-75.4863,7.47,65,100,3.6,US,1676525142
424,rawah,34.4816,41.9093,5.0,52,0,3.4,IQ,1676525143
425,pershotravneve,51.3929,28.8684,-1.66,76,75,1.76,UA,1676525143
426,magistralnyy,56.1725,107.4458,-14.28,88,79,0.91,RU,1676525144
427,prince rupert,54.3161,-130.3201,1.83,100,100,3.6,CA,1676525144
428,karpathos,35.507,27.2132,7.98,66,4,2.57,GR,1676525145
429,yaan,7.3833,8.5667,24.47,21,77,4.92,NG,1676525145
430,paamiut,61.994,-49.6678,-3.51,95,100,9.85,GL,1676524927
431,lillooet,50.6856,-121.942,-0.72,92,100,1.8,CA,1676525146
432,kokopo,-4.352,152.2633,29.57,64,99,1.43,PG,1676524973
433,malakal,9.5334,31.6605,21.43,17,93,5.47,SS,1676525146
434,saint george,37.1041,-113.5841,1.64,42,0,2.57,US,1676524733
435,dwarka,22.2394,68.9678,25.41,53,6,3.59,IN,1676525147
436,presidencia roque saenz pena,-26.7852,-60.4388,27.35,67,14,4.49,AR,1676525148
437,vrangel,42.7297,133.0839,-2.16,59,56,4.41,RU,1676525034
438,cabra,37.4725,-4.4421,9.73,74,89,1.4,ES,1676525148
439,buta,2.7858,24.73,18.75,43,63,0.5,CD,1676525149
440,zambezi,-13.5432,23.1047,18.48,97,99,2.52,ZM,1676525149
441,soyo,-6.1349,12.3689,25.6,83,95,1.28,AO,1676525150
442,bathsheba,13.2167,-59.5167,25.34,73,40,9.26,BB,1676524914
443,digby,44.6169,-65.7655,6.44,95,85,9.45,CA,1676525150
444,la ronge,55.1001,-105.2842,-25.86,76,0,1.54,CA,1676525031
445,diplo,24.4667,69.584,29.01,25,39,3.14,PK,1676525052
446,paine,-33.8167,-70.75,23.38,60,2,0.54,CL,1676525151
447,sucre,-19.0333,-65.2627,13.08,84,100,1.67,BO,1676525152
448,mayumba,-3.432,10.6554,24.58,89,100,1.53,GA,1676525070
449,taltal,-25.4,-70.4833,19.38,84,2,0.46,CL,1676524821
450,avera,33.194,-82.5271,13.73,81,100,2.96,US,1676524956
451,koygorodok,60.445,50.9968,-14.83,100,88,1.29,RU,1676525152
452,santa rosalia,27.3167,-112.2833,10.85,55,100,3.7,MX,1676525153
453,kurumoch,53.4896,50.0375,-3.57,86,100,5.0,RU,1676525153
454,forbes,-33.3833,148.0167,36.62,16,7,2.43,AU,1676525154
455,vila praia de ancora,41.811,-8.8526,10.62,77,96,2.39,PT,1676525155
456,hami,42.8,93.45,2.59,33,90,1.87,CN,1676525155
457,antofagasta,-23.65,-70.4,20.6,81,1,0.66,CL,1676525155
458,fort abbas,29.1925,72.8536,27.02,14,76,1.18,PK,1676525156
459,merritt island,28.5392,-80.672,21.69,85,0,2.06,US,1676525117
460,russell,32.3502,-85.1999,19.6,72,75,2.57,US,1676525156
461,madaoua,14.073,5.96,15.39,24,13,7.47,NE,1676525156
462,broome,42.2506,-75.833,14.64,62,0,4.12,US,1676525080
463,mirnyy,62.5353,113.9611,-17.65,84,70,3.13,RU,1676525157
464,alugan,12.2188,125.4808,25.76,83,86,9.23,PH,1676525157
465,srivardhan,18.0333,73.0167,31.64,26,1,1.35,IN,1676525158
466,ankazoabo,-22.2833,44.5167,23.63,76,59,2.24,MG,1676524963
467,marawi,7.9986,124.2928,25.41,68,99,3.46,PH,1676524983
468,ilulissat,69.2167,-51.1,-9.99,48,100,9.26,GL,1676524919
469,catio,11.2833,-15.25,21.75,78,78,2.06,GW,1676525159
470,kudahuvadhoo,2.6708,72.8944,27.38,62,78,6.06,MV,1676525159
471,ipora,-16.4419,-51.1178,20.23,86,74,0.7,BR,1676525159
472,pathein,16.7833,94.7333,32.82,28,0,1.33,MM,1676525160
473,port augusta,-32.5,137.7667,40.51,7,0,4.11,AU,1676525160
474,mayaky,47.4408,29.5599,-2.68,64,46,1.67,UA,1676525160
475,chingola,-12.529,27.8838,17.1,97,100,2.34,ZM,1676525161
476,isangel,-19.55,169.2667,26.58,68,83,6.43,VU,1676524980
477,seoul,37.5683,126.9778,4.66,58,75,4.12,KR,1676525136
478,tiznit,29.5833,-9.5,8.67,84,64,2.01,MA,1676525162
479,waipawa,-41.4122,175.5153,13.01,90,100,6.34,NZ,1676524990
480,san ramon,37.7799,-121.978,8.61,59,0,2.06,US,1676525097
481,namie,37.4833,141.0,5.4,52,44,1.67,JP,1676525162
482,maragheh,37.3917,46.2398,-3.85,86,100,0.0,IR,1676525163
483,fairview,40.8126,-73.999,15.78,59,0,7.15,US,1676525164
484,marsa matruh,31.3525,27.2453,13.11,54,40,6.69,EG,1676524981
485,savalou,7.9281,1.9756,23.13,23,6,2.41,BJ,1676525165
486,warmbad,-28.45,18.7333,18.39,61,4,3.46,NA,1676524885
487,segezha,63.7415,34.3222,-4.15,92,98,5.21,RU,1676525165
488,carballo,43.213,-8.691,10.29,93,97,0.46,ES,1676524935
489,beringovskiy,63.05,179.3167,-23.51,95,100,6.23,RU,1676524895
490,biloela,-24.4167,150.5,32.51,29,100,4.14,AU,1676525166
491,kutum,14.2,24.6667,8.87,30,0,5.3,SD,1676525167
492,wajir,1.7471,40.0573,24.98,69,0,3.09,KE,1676525167
493,thiadiaye,14.4205,-16.7056,19.45,61,32,6.19,SN,1676525167
494,san joaquin,37.9333,-121.3011,6.8,57,0,2.06,US,1676524983
495,vallenar,-28.5708,-70.7581,19.54,68,0,1.16,CL,1676525014
496,kazachinskoye,57.6953,93.2761,-16.14,94,100,1.16,RU,1676525169
497,mapiripan,2.8892,-72.1256,22.16,97,57,1.59,CO,1676525169
498,kahului,20.8947,-156.47,24.91,71,40,7.2,US,1676524957
499,biak,-0.9131,122.8766,28.21,67,100,0.33,ID,1676525028
500,bud,39.447,-86.1758,10.1,82,90,2.85,US,1676525170
501,itoman,26.1247,127.6694,20.43,59,40,7.72,JP,1676524994
502,birobidzhan,48.8,132.95,-9.22,78,72,1.21,RU,1676525171
503,jalalabad,34.4265,70.4515,18.05,38,96,1.21,AF,1676525171
504,jalu,29.0331,21.5482,11.45,62,52,3.46,LY,1676525172
505,severodvinsk,64.5635,39.8302,-8.94,86,31,5.02,RU,1676525172
506,ransang,8.9603,117.5828,28.83,66,100,5.24,PH,1676525173
507,baoying,33.2292,119.3092,8.77,37,41,2.16,CN,1676525173
508,bago,17.3367,96.4797,32.84,35,0,2.87,MM,1676525015
509,starkville,33.4504,-88.8184,19.93,100,100,4.63,US,1676525174
510,nola,40.922,14.5329,11.63,89,1,0.72,IT,1676525174
511,vasudevanallur,9.2333,77.4167,27.24,42,36,3.85,IN,1676525175
512,neiafu,-18.65,-173.9833,27.38,89,75,3.09,TO,1676525175
513,whitehorse,60.7161,-135.0538,-6.57,93,100,4.12,CA,1676525176
514,jinka,5.65,36.65,22.38,28,48,0.85,ET,1676525176
515,bogorodskoye,56.55,37.8833,-18.96,100,97,1.47,RU,1676525177
516,morwa,22.9,73.8333,30.2,15,0,2.01,IN,1676525177
517,yuncheng,35.0231,110.9928,8.86,46,88,1.2,CN,1676525178
518,moussoro,13.6408,16.4901,15.16,22,6,9.23,TD,1676525178
519,nikolsk,53.7189,46.0712,-10.84,95,100,4.16,RU,1676525179
520,medvedevo,56.6339,47.804,-14.04,96,64,3.06,RU,1676525180
521,mehamn,71.0357,27.8492,-2.03,80,0,6.17,NO,1676525180
522,aloja,57.7669,24.8825,-0.05,95,100,2.4,LV,1676525146
523,green river,41.5286,-109.4662,-14.78,95,25,0.54,US,1676525181
524,lerwick,60.1545,-1.1494,7.0,64,68,8.52,GB,1676524905
525,tingi,-11.3,35.0333,17.42,98,100,0.44,TZ,1676525182
526,colac,-38.3333,143.5833,31.21,16,100,2.93,AU,1676525182
527,san andres,12.5847,-81.7006,27.01,74,20,5.66,CO,1676525183
528,raudeberg,61.9875,5.1352,5.37,69,100,11.44,NO,1676525183
529,port hedland,-20.3167,118.5667,37.03,53,8,5.66,AU,1676525184
530,namatanai,-3.6667,152.4333,29.72,67,93,2.13,PG,1676524962
531,calvinia,-31.4707,19.776,18.46,74,28,3.46,ZA,1676525185
532,vilcun,-38.65,-72.2333,10.41,94,6,0.39,CL,1676525185
533,nioro,13.35,-15.75,22.71,43,91,2.76,GM,1676525185
534,kibala,9.1104,18.3463,18.97,32,0,3.09,TD,1676525186
535,husavik,66.0449,-17.3389,-2.49,82,100,3.22,IS,1676525038
536,the valley,18.217,-63.0578,25.05,77,2,9.56,AI,1676525001
537,monrovia,6.3005,-10.7969,24.97,91,16,0.76,LR,1676525080
538,whitefish,48.4111,-114.3376,-10.14,92,0,1.54,US,1676525187
539,chum phae,16.5443,102.0992,23.05,54,100,2.76,TH,1676525188
540,puerto del rosario,28.5004,-13.8627,12.86,71,0,3.09,ES,1676525096
